target_map,seed,episode,coverage,conflict_rate,reward,path_length,seed_trained
mountain,42,7,83.33333333333334,0.0,77.8247346136729,9750.0185546875,2026
mountain,42,8,55.55555555555556,0.013333333333333334,49.232830327037426,9693.705078125,2026
mountain,42,9,65.0,0.0,64.44708896936085,8703.744140625,2026
mountain,42,10,73.33333333333333,0.0,69.24212682767144,11700.671875,2026
mountain,42,11,60.0,0.0,44.968590001738995,9579.4384765625,2026
mountain,43,0,88.33333333333333,0.0,83.32879193547208,11030.056640625,2026
mountain,43,1,60.0,0.0,53.635231609950814,7443.75634765625,2026
mountain,43,2,66.66666666666666,0.0,56.56424809952702,10236.05078125,2026
mountain,43,3,88.57142857142857,0.0,86.8748368658833,12387.544921875,2026
mountain,43,4,91.11111111111111,0.0,89.82022813177025,12489.625,2026
mountain,43,5,80.0,0.0,70.53382733027178,10286.529296875,2026
mountain,43,6,77.77777777777779,0.0,69.84454641395986,13603.8046875,2026
mountain,43,7,85.0,0.0,77.50875090337624,12387.474609375,2026
mountain,43,8,94.28571428571428,0.0,80.91562826868595,12493.326171875,2026
mountain,43,9,90.0,0.0,79.75984617453562,12844.5146484375,2026
mountain,43,10,85.0,0.0,76.04913604652776,13537.12890625,2026
mountain,43,11,77.14285714285715,0.0,75.52195549498903,11187.6796875,2026
mountain,44,0,77.77777777777779,0.0,74.11832299109666,11654.4208984375,2026
mountain,44,1,82.85714285714286,0.0,76.76047670620046,12612.58984375,2026
mountain,44,2,91.42857142857143,0.0,85.87647040379856,10709.9189453125,2026
mountain,44,3,83.33333333333334,0.0,76.5935260740167,13304.8505859375,2026
mountain,44,4,74.28571428571429,0.0,65.23852035931398,12260.1513671875,2026
mountain,44,5,75.55555555555556,0.0,73.34690489457032,10951.890625,2026
mountain,44,6,58.333333333333336,0.015238095238095238,50.151505841407065,11113.326171875,2026
mountain,44,7,71.11111111111111,0.0,64.83673895346674,11204.6494140625,2026
mountain,44,8,86.66666666666667,0.0,78.59525113149766,10906.365234375,2026
mountain,44,9,80.0,0.0,71.16632653200571,11113.01171875,2026
mountain,44,10,82.85714285714286,0.0,78.74211663867501,11384.6220703125,2026
mountain,44,11,80.0,0.0,69.64221051574712,11379.4921875,2026
mountain,45,0,71.42857142857143,0.015238095238095238,61.057694276781,12365.78515625,2026
mountain,45,1,90.0,0.0,78.11305282639637,10467.431640625,2026
mountain,45,2,65.71428571428571,0.0,44.979219339498016,11936.8203125,2026
mountain,45,3,80.0,0.015238095238095238,72.86898872440035,11617.5791015625,2026
mountain,45,4,66.66666666666666,0.0,65.87539353353719,9485.154296875,2026
mountain,45,5,62.857142857142854,0.0,60.88826090399185,11157.095703125,2026
mountain,45,6,82.85714285714286,0.0,77.91060619857357,11734.15625,2026
mountain,45,7,85.71428571428571,0.0,80.20951402921189,11149.953125,2026
mountain,45,8,78.33333333333333,0.0,71.26908346558427,11034.83984375,2026
mountain,45,9,74.28571428571429,0.0019047619047619048,67.82181315151024,10404.0927734375,2026
mountain,45,10,71.66666666666667,0.0,66.16884041883638,11449.9033203125,2026
mountain,45,11,80.0,0.007619047619047619,70.01280091359885,9590.2333984375,2026
mountain,46,0,60.0,0.0,42.58278398268551,11646.841796875,2026
mountain,46,1,86.66666666666667,0.0,79.33517634104193,9934.056640625,2026
mountain,46,2,100.0,0.0,90.42949815279087,12496.912109375,2026
mountain,46,3,91.66666666666666,0.0,87.6972337877484,12741.1513671875,2026
mountain,46,4,61.66666666666667,0.0,53.45275076764615,9163.0263671875,2026
mountain,46,5,71.42857142857143,0.0,59.617858962324746,11775.6484375,2026
mountain,46,6,76.66666666666667,0.0,74.35789413667511,10074.1552734375,2026
mountain,46,7,91.42857142857143,0.0,82.36162893186724,11874.921875,2026
mountain,46,8,71.11111111111111,0.0,66.11153448687881,11282.03515625,2026
mountain,46,9,85.71428571428571,0.017142857142857144,82.14255933608752,11090.169921875,2026
mountain,46,10,91.66666666666666,0.0,89.27551946859532,11286.3662109375,2026
mountain,46,11,77.77777777777779,0.0,70.0064040016243,11757.236328125,2026
mountain-dense,42,0,74.28571428571429,0.0,57.74227620497353,9450.04296875,2026
mountain-dense,42,1,68.33333333333333,0.005714285714285714,62.73024875017581,10493.5126953125,2026
mountain-dense,42,2,80.0,0.007619047619047619,72.7248787414619,10985.91796875,2026
mountain-dense,42,3,88.33333333333333,0.0,76.17865896071132,12344.3291015625,2026
mountain-dense,42,4,74.28571428571429,0.03619047619047619,63.51626027886523,11424.1865234375,2026
mountain-dense,42,5,94.28571428571428,0.0,91.4127846526737,11819.021484375,2026
mountain-dense,42,6,93.33333333333333,0.0,82.11991579666092,13200.35546875,2026
mountain-dense,42,7,76.66666666666667,0.0,63.489080268490746,11215.2470703125,2026
mountain-dense,42,8,84.44444444444444,0.0,77.49287516127018,13810.125,2026
mountain-dense,42,9,73.33333333333333,0.017142857142857144,62.49076552312273,11677.0693359375,2026
mountain-dense,42,10,91.42857142857143,0.0,82.27566228365755,12474.236328125,2026
mountain-dense,42,11,75.0,0.0,68.5339270668317,11171.697265625,2026
mountain-dense,43,0,76.66666666666667,0.009523809523809525,71.09097165704681,10351.611328125,2026
mountain-dense,43,1,82.85714285714286,0.02666666666666667,72.01171778992094,12191.87890625,2026
mountain-dense,43,2,85.0,0.0,77.3828064141497,10151.2880859375,2026
mountain-dense,43,3,88.57142857142857,0.0,85.74395217250667,13098.595703125,2026
mountain-dense,43,4,88.88888888888889,0.0,83.40404303319917,11104.2509765625,2026
mountain-dense,43,5,81.66666666666667,0.0,74.65591972895629,12187.234375,2026
mountain-dense,43,6,75.55555555555556,0.0,66.70791417835466,10843.333984375,2026
mountain-dense,43,7,88.57142857142857,0.0,82.34150977346786,12527.70703125,2026
mountain-dense,43,8,66.66666666666666,0.0,56.85132651763353,12994.451171875,2026
mountain-dense,43,9,57.77777777777777,0.0,44.92661341796144,10472.7119140625,2026
mountain-dense,43,10,86.66666666666667,0.0,78.86211430020666,12668.3603515625,2026
mountain-dense,43,11,71.66666666666667,0.0,63.98912982673018,11807.4931640625,2026
mountain-dense,44,0,80.0,0.0,71.82567511304342,12045.185546875,2026
mountain-dense,44,1,80.0,0.0,65.36333527627984,10533.509765625,2026
mountain-dense,44,2,95.55555555555556,0.0,87.09048826730677,14280.3642578125,2026
mountain-dense,44,3,97.14285714285714,0.0,90.0618028406085,13467.478515625,2026
mountain-dense,44,4,85.71428571428571,0.0,72.81903589335633,12548.8388671875,2026
mountain-dense,44,5,61.66666666666667,0.005714285714285714,50.12934095017961,10255.3212890625,2026
mountain-dense,44,6,82.85714285714286,0.0,68.35511278295499,12966.5078125,2026
mountain-dense,44,7,85.0,0.022857142857142857,72.7205420934941,11304.3076171875,2026
mountain-dense,44,8,91.11111111111111,0.0,75.07649086299897,11947.6201171875,2026
mountain-dense,44,9,64.44444444444444,0.0038095238095238095,60.97326741411821,9813.9609375,2026
mountain-dense,44,10,86.66666666666667,0.0038095238095238095,73.99366810049094,12723.2802734375,2026
mountain-dense,44,11,75.0,0.0,72.24349381243738,10905.419921875,2026
mountain-dense,45,0,78.33333333333333,0.0,72.68776174376859,11458.7001953125,2026
mountain-dense,45,1,64.44444444444444,0.007619047619047619,51.01352253913796,9983.3701171875,2026
mountain-dense,45,2,85.71428571428571,0.0,74.37296277023009,12616.4794921875,2026
mountain-dense,45,3,73.33333333333333,0.0,71.30997804722094,9596.59765625,2026
mountain-dense,45,4,71.11111111111111,0.0038095238095238095,62.954140958849315,13413.544921875,2026
mountain-dense,45,5,91.11111111111111,0.0,79.89604814617117,11912.7333984375,2026
mountain-dense,45,6,68.57142857142857,0.005714285714285714,65.41750849092328,11427.5556640625,2026
mountain-dense,45,7,80.0,0.0,75.17877020205833,10969.99609375,2026
mountain-dense,45,8,88.33333333333333,0.0,81.59228175954506,12323.66796875,2026
mountain-dense,45,9,86.66666666666667,0.0,72.51769829892808,13319.0224609375,2026
mountain-dense,45,10,80.0,0.0,73.59805694566447,12916.203125,2026
mountain-dense,45,11,91.11111111111111,0.0,86.59108882201426,11972.98046875,2026
mountain-dense,46,0,60.0,0.0,47.65675615226044,11434.1923828125,2026
mountain-dense,46,1,85.0,0.049523809523809526,74.15262409688731,11945.8701171875,2026
mountain-dense,46,2,73.33333333333333,0.0038095238095238095,66.29624727162495,12372.4365234375,2026
mountain-dense,46,3,97.14285714285714,0.0,85.29352272698715,13759.5654296875,2026
mountain-dense,46,4,75.55555555555556,0.0,70.92167576976671,11098.2451171875,2026
mountain-dense,46,5,86.66666666666667,0.0,80.94460695541798,10929.654296875,2026
mountain-dense,46,6,70.0,0.0,60.29639561123538,10587.380859375,2026
mountain-dense,46,7,97.14285714285714,0.0,85.1600658095042,12975.13671875,2026
mountain-dense,46,8,82.85714285714286,0.0,72.2509828434502,9252.7900390625,2026
mountain-dense,46,9,80.0,0.0,63.87005244671193,12165.796875,2026
mountain-dense,46,10,91.42857142857143,0.0038095238095238095,82.2899232850246,11837.326171875,2026
mountain-dense,46,11,84.44444444444444,0.0,77.65404277764583,11802.8408203125,2026
